payment_id,merchant_id,cause,needs_human,difference_paise,ledger_paise,settlement_paise,captured_ts,refunded_ts,utrs,bank_captured_on,settled_on,remarks
pay_000009018090,M97285147,timing_captured_after_cutoff,False,24940,24940,,2025-09-15 20:43:53,,,,,
pay_000009018091,M94258056,timing_captured_after_cutoff,False,199923,199923,,2025-09-15 22:55:55,,,,,
pay_000009018092,M35961289,timing_captured_after_cutoff,False,24909,24909,,2025-09-15 22:55:52,,,,,
pay_000009018093,M29076317,timing_captured_after_cutoff,False,150029,150029,,2025-09-15 19:18:41,,,,,
pay_000009018094,M92891774,timing_captured_after_cutoff,False,49912,49912,,2025-09-15 18:08:06,,,,,
pay_000009018095,M47392676,timing_captured_after_cutoff,False,150011,150011,,2025-09-15 22:22:42,,,,,
pay_000009018096,M77853702,timing_captured_after_cutoff,False,349972,349972,,2025-09-15 20:27:59,,,,,
pay_000009018097,M65502006,timing_captured_after_cutoff,False,599936,599936,,2025-09-15 21:09:33,,,,,
pay_000009018098,M68989250,timing_captured_after_cutoff,False,24934,24934,,2025-09-15 19:18:37,,,,,
pay_000009018099,M95735003,timing_captured_after_cutoff,False,150063,150063,,2025-09-15 23:24:20,,,,,
pay_000009018100,M71850959,timing_captured_after_cutoff,False,599942,599942,,2025-09-15 20:45:04,,,,,
pay_000009018101,M96887220,timing_captured_after_cutoff,False,99999,99999,,2025-09-15 20:04:53,,,,,
pay_000009018102,M77869053,timing_captured_after_cutoff,False,19981,19981,,2025-09-15 23:36:49,,,,,
pay_000009018103,M62798018,timing_captured_after_cutoff,False,49973,49973,,2025-09-15 20:58:04,,,,,
pay_000009018104,M70964452,timing_captured_after_cutoff,False,599914,599914,,2025-09-15 23:36:33,,,,,
pay_000009018105,M44509947,timing_captured_after_cutoff,False,49958,49958,,2025-09-15 21:39:07,,,,,
pay_000009018106,M37689941,timing_captured_after_cutoff,False,199991,199991,,2025-09-15 19:53:15,,,,,
pay_000009018107,M39822170,timing_captured_after_cutoff,False,9920,9920,,2025-09-15 18:06:10,,,,,
pay_000009018108,M56569368,timing_captured_after_cutoff,False,199940,199940,,2025-09-15 18:42:34,,,,,
pay_000009018109,M29806633,timing_captured_after_cutoff,False,19938,19938,,2025-09-15 20:18:50,,,,,
pay_000009018110,M50559107,timing_captured_after_cutoff,False,1249918,1249918,,2025-09-15 22:25:34,,,,,
pay_000009018111,M28995152,timing_captured_after_cutoff,False,49974,49974,,2025-09-15 18:06:59,,,,,
pay_000009018112,M66339257,timing_captured_after_cutoff,False,9921,9921,,2025-09-15 19:58:05,,,,,
pay_000009018113,M95262453,timing_captured_after_cutoff,False,599960,599960,,2025-09-15 20:13:16,,,,,
pay_000009018114,M36525071,timing_captured_after_cutoff,False,1249941,1249941,,2025-09-15 19:05:38,,,,,
pay_000009018115,M21804718,timing_captured_after_cutoff,False,349939,349939,,2025-09-15 22:54:57,,,,,
pay_000009018116,M83420677,timing_captured_after_cutoff,False,9967,9967,,2025-09-15 23:10:15,,,,,
pay_000009018117,M68269082,timing_captured_after_cutoff,False,599982,599982,,2025-09-15 22:03:15,,,,,
pay_000009018118,M74500119,timing_captured_after_cutoff,False,199946,199946,,2025-09-15 22:07:41,,,,,
pay_000009018119,M62076303,timing_captured_after_cutoff,False,99938,99938,,2025-09-15 18:04:20,,,,,
pay_000009018120,M21436096,timing_captured_after_cutoff,False,99965,99965,,2025-09-15 21:02:03,,,,,
pay_000009018121,M29800659,timing_captured_after_cutoff,False,49933,49933,,2025-09-15 21:44:12,,,,,
pay_000009018122,M25757525,timing_captured_after_cutoff,False,19900,19900,,2025-09-15 21:41:54,,,,,
pay_000009018123,M25593655,timing_captured_after_cutoff,False,150062,150062,,2025-09-15 22:52:08,,,,,
pay_000009018124,M49214068,timing_captured_after_cutoff,False,150061,150061,,2025-09-15 20:30:30,,,,,
pay_000009018125,M83420677,timing_captured_after_cutoff,False,349952,349952,,2025-09-15 23:25:56,,,,,
pay_000009018126,M21099059,timing_captured_after_cutoff,False,24950,24950,,2025-09-15 22:42:50,,,,,
pay_000009018127,M71850959,timing_captured_after_cutoff,False,99933,99933,,2025-09-15 20:19:08,,,,,
pay_000009018128,M95548492,timing_captured_after_cutoff,False,49982,49982,,2025-09-15 20:50:05,,,,,
pay_000009018129,M79023267,timing_captured_after_cutoff,False,599904,599904,,2025-09-15 22:16:52,,,,,
pay_000009018130,M38543824,timing_captured_after_cutoff,False,599947,599947,,2025-09-15 21:15:38,,,,,
pay_000009018131,M73661688,timing_captured_after_cutoff,False,19921,19921,,2025-09-15 19:57:41,,,,,
pay_000009018132,M41616697,timing_captured_after_cutoff,False,1249965,1249965,,2025-09-15 20:34:57,,,,,
pay_000009018133,M41452943,timing_captured_after_cutoff,False,24927,24927,,2025-09-15 21:14:23,,,,,
pay_000009018134,M87299796,timing_captured_after_cutoff,False,49966,49966,,2025-09-15 19:23:08,,,,,
pay_000009018135,M52140923,timing_captured_after_cutoff,False,49983,49983,,2025-09-15 20:53:30,,,,,
pay_000009018136,M64669408,timing_captured_after_cutoff,False,349902,349902,,2025-09-15 23:45:43,,,,,
pay_000009018137,M85603833,timing_captured_after_cutoff,False,9949,9949,,2025-09-15 23:14:36,,,,,
pay_000009018138,M47071542,timing_captured_after_cutoff,False,99952,99952,,2025-09-15 20:20:17,,,,,
pay_000009018139,M56448641,timing_captured_after_cutoff,False,599917,599917,,2025-09-15 19:00:03,,,,,
pay_000009018140,M44488815,timing_captured_after_cutoff,False,599956,599956,,2025-09-15 20:00:03,,,,,
pay_000009018141,M71324249,timing_captured_after_cutoff,False,9996,9996,,2025-09-15 23:46:08,,,,,
pay_000009018142,M32854706,timing_captured_after_cutoff,False,199938,199938,,2025-09-15 21:19:48,,,,,
pay_000009018143,M96756171,timing_captured_after_cutoff,False,24966,24966,,2025-09-15 19:58:15,,,,,
pay_000009018144,M44509947,timing_captured_after_cutoff,False,150060,150060,,2025-09-15 18:05:50,,,,,
pay_000009018145,M72680054,timing_captured_after_cutoff,False,599969,599969,,2025-09-15 23:33:55,,,,,
pay_000009018146,M12909738,timing_captured_after_cutoff,False,150019,150019,,2025-09-15 20:06:52,,,,,
pay_000009018147,M37566922,timing_captured_after_cutoff,False,19982,19982,,2025-09-15 21:46:16,,,,,
pay_000009018148,M44509947,timing_captured_after_cutoff,False,150041,150041,,2025-09-15 22:22:43,,,,,
pay_000009018149,M29800659,timing_captured_after_cutoff,False,49911,49911,,2025-09-15 21:12:10,,,,,
pay_000009018150,M83577785,timing_captured_after_cutoff,False,24926,24926,,2025-09-15 18:57:57,,,,,
pay_000009018151,M44042718,timing_captured_after_cutoff,False,99962,99962,,2025-09-15 21:37:51,,,,,
pay_000009018152,M39345776,timing_captured_after_cutoff,False,19992,19992,,2025-09-15 18:44:30,,,,,
pay_000009018153,M72939559,timing_captured_after_cutoff,False,1249982,1249982,,2025-09-15 18:16:42,,,,,
pay_000009018154,M98793572,timing_captured_after_cutoff,False,99990,99990,,2025-09-15 23:00:29,,,,,
pay_000009018155,M87227280,timing_captured_after_cutoff,False,599919,599919,,2025-09-15 19:11:47,,,,,
pay_000009018156,M97285147,timing_captured_after_cutoff,False,1249958,1249958,,2025-09-15 20:45:54,,,,,
pay_000009018157,M96048437,timing_captured_after_cutoff,False,49920,49920,,2025-09-15 22:16:09,,,,,
pay_000009018158,M81570610,timing_captured_after_cutoff,False,599904,599904,,2025-09-15 23:15:05,,,,,
pay_000009018159,M53015226,timing_captured_after_cutoff,False,24944,24944,,2025-09-15 22:31:14,,,,,
pay_000009018160,M23521588,timing_captured_after_cutoff,False,150063,150063,,2025-09-15 19:05:09,,,,,
pay_000009018161,M79139260,timing_captured_after_cutoff,False,24910,24910,,2025-09-15 18:36:38,,,,,
pay_000009018162,M12210990,timing_captured_after_cutoff,False,19975,19975,,2025-09-15 19:13:55,,,,,
pay_000009018163,M68911010,timing_captured_after_cutoff,False,49948,49948,,2025-09-15 21:22:55,,,,,
pay_000009018164,M45674239,timing_captured_after_cutoff,False,19945,19945,,2025-09-15 19:58:22,,,,,
pay_000009018165,M14460455,timing_captured_after_cutoff,False,150026,150026,,2025-09-15 18:36:00,,,,,
pay_000009018166,M57153232,timing_captured_after_cutoff,False,1249926,1249926,,2025-09-15 20:35:04,,,,,
pay_000009018167,M12658103,timing_captured_after_cutoff,False,24940,24940,,2025-09-15 21:40:33,,,,,
pay_000009018168,M95352063,timing_captured_after_cutoff,False,1249908,1249908,,2025-09-15 19:52:09,,,,,
pay_000009018169,M71850959,timing_captured_after_cutoff,False,599949,599949,,2025-09-15 19:40:51,,,,,
pay_000009018170,M62759474,timing_captured_after_cutoff,False,1249908,1249908,,2025-09-15 18:02:23,,,,,
pay_000009018171,M58570562,timing_captured_after_cutoff,False,49901,49901,,2025-09-15 22:08:12,,,,,
pay_000009018172,M50559107,timing_captured_after_cutoff,False,19900,19900,,2025-09-15 21:43:14,,,,,
